Timestamp,Discord Name (Example#9999) ,Display Name,Your own drawing of a Takodachi! ,Message Submission ,Illustration Submission ,Disclaimer,Message Only,Submission Check,
9/11/2022 1:37:20,NeoVela#9301,Yovela,29455ECA-B419-48F6-8099-18C66A19CA6C - Thuan Nguyen,Happy Inaversary! You have been so inspirational that I picked up my pen again after a long creative burnout. Here’s to another WAHnderful year of woomying and take good care of yourself! A smile better suits a tako~,11C8D702-EC5D-482C-B9F8-74CFD205420B - Thuan Nguyen,Yes,,x,
9/11/2022 1:55:37,VLU#7337,Vlutot,,"Congratulations for 2 years! Been a tako since debut and I got to say thanks for keeping me company! Life really went on a trajectory, huh. Like most takos, my fire for art has been reignited so thanks for that. Have been such a role model to me with your ol' great tako wisdom. Here's for another year of puns and fun!",inabookfor2years - Vlutot,Yes,,x,
9/11/2022 1:59:13,TwoEz420#7566,Taco9ate420,Adobe_20220910_213801 - 沈竑文,"Hi Ina! Congrats on your second anniversary! Thank you for providing relaxing streams and adorable contents. Your chilled personality and unique sense of humor really helped me to relieve stress in my daily life.
I’m grateful to be a tako and meet this peaceful community. We’ll continue to support you in the future days. Let’s enjoy the third year together! Have more FUN, have more BONK, have more COOKIES! WAH!",,Yes,x,x,
9/11/2022 2:02:55,Freyr#6569,Freyr,freyrTako - Lady Freyja,"I can't believe it's already been 2 whole years since your debut...time around here sure does work funny, doesn't it? I wasn't around for your debut stream (backwards sleep to watch JP at the time) but it took less than a couple months for me to start watching you live. The chill & comfy vibes your streams have is always relaxing & enjoyable. Just keep being you and I have no doubt you'll continue bringing smiles to the faces of others! I'm proud to be a Takodachi! We love you, our Priestess~ <3",,Yes,x,x,
9/11/2022 2:05:25,St3ll4#1094,sSt3ll4a,MyTako1kx1k - St3ll4,"2 YEARS! how far you've come, its sure long but feel so short when spend with you and Myth, always feel grateful and earn so much joy having you around, wish you all the best and will continue to support you on whatever you may do. WAH",InaVersary - St3ll4,Yes,,x,"mispelling ""far"" as ""fat"" here was the most unfortunately corrected typo"
9/11/2022 2:12:25,swordCEO#3361,swordCEO,,"Hello Ina, congratulations on your 2nd anniversary! Thank you for all the content in these 2 years. I wasn't that familiar with Hololive and VTubers when I first started watching you. I am very thankful that you were one of the first ones I saw in the space. Your drawing streams have led me to having art as a hobby myself as it seemed like so much fun to make and create. Congratulations again and here's to hoping for more fun to come.",Ina'nis 2nd Anniversary Stipple Piece_swordCEO - Frank Joshua Sy,Yes,,x,
9/11/2022 2:17:31,Nanako Yukishiro#4130,Viccent,,"Hi Ina! Happy anniversary! Two years really flew by, huh? Anyways, thanks for being here and bringing smiles to the faces of us takodachis. Life gets tough sometimes, but knowing that takotime is waiting for me when I get home always gives me comfort. Keep doing what you’re doing, and remember to keep having fun doing it!",,Yes,x,x,
9/11/2022 2:20:04,murineMusician#3003,murineMusician,TakoverseMurine - murineMusician,"Congratulations on year two Ina!! I've been a tako since your debut and I'm a really big fan of all the various things that you do! I don't really get a chance to catch your streams live much these days sadly, but I have been an avid watcher of the youtube vods, and it's always nice to have a comfy gameplay video or drawing stream to come home to after a long day of work. :3
I made these two snow takos last winter on new years eve, but I think it works even better to celebrate a new year of you!",Inaversary2MM - murineMusician,Yes,,x,
9/11/2022 2:22:31,Phillip#7062,Phillip,,HELLOO INAAAAAAA. HAPPY HAPPY HAPPY 2ND ANNIVERSARY TO YOU AND TO HOLOMYTH. I just want you to know that you're one of the people who got me through the pandemic. We takodachis adore your existence and comfiness. Wah!,,Yes,x,x,
9/11/2022 2:31:44,enicholas#6434,enicholas,IMG_0071 - Nicholas Lien,"Hi Ina!
Happy Inaversery! I've started taking drawing classes at my community college and I feel like I started pursuing my passions. It was great seeing you at CRX. Hopefully I'll win the raffle gacha to talk to you next time. May your sleep be uninterrupted in a nice cold room, your health be good, and your life be creatively fulfilling.
Enicholas",,Yes,x,x,
9/11/2022 2:32:10,Dodee#7877,Dodee,11CBB746-0177-4757-8A31-76CC74818B73 - Dodee Abidin,"Ina, you’re my first oshi ever and I just want to say thank you for all the work you’ve done. I don’t get to watch your streams a lot because it’s way too early for me, but I support you anyway I can. You inspire me to become better at art and your comfy vibes never fail to soothe me. These past 2 years have been fun and I hope you get to create more memories in the years to come. Happy anniversary!",65183860-DB92-46D2-AAE4-9E044147948C - Dodee Abidin,Yes,,x,
9/11/2022 2:37:26,SeraphSephiroth#0001,Sephi,Takoverse - The Sephi,"Happy second anniversary Ina!

It's been a pleasure to spend all of this time with you. Your streams are so comfy and pleasant to watch, and it brightens my day when I tune in.

I hope you have a fantastic anniversary. Enjoy your celebrations with your friends and fans, eat some nice food, and enjoy yourself. I can't wait to see what the next year holds for you!

Best wishes Ina!
-Sephi

PS: WAH!",,Yes,x,x,
9/11/2022 2:45:43,EnderKnight#7579,,,Happy Anniversary Ina! I always love watching your streams and clips of you because you are always cute and give off a comfy vibe! Thank you for being you! I hope you achieve all your dreams and have happy future ahead of you!,,Yes,x,x,
9/11/2022 2:47:22,Phosphatide#1661,Phosphatide,,"Happy 2nd anniversary, Ina! It’s been quite a busy year for you, hasn’t it? We could not be any more proud of you for everything you’ve accomplished so far, and we look forward to seeing more of your journey to come! Cheers!",,Yes,x,x,
9/11/2022 2:49:30,ShLowotsy#8439,Shmootsy,anniversarytako - Shmoo,"Congrats on your 2nd anniversary Ina!!! It's scary how fast time has gone by since all of this started, but all the stuff we've seen you do and everything we've achieved as a community has made all this time really wonderful! Seeing how far you and the myth girls have come over these past 2 years and all the things you've achieved has brought me and so many others so much joy. Thanks for everything over these past 2 years, I can't wait to be here for so many more. Happy 2nd anniversary Ina! WAH!",,Yes,x,x,
9/11/2022 2:52:19,soju.ice#7568,soju.ice,,"congratulations ina on reaching another year in hololive. i didn’t have access to my tablet on hand so i did a pencil drawing instead. thank you always for being an inspiration for me to start drawing. thank you for the comfy streams. thank you for being you.
- from your resident soju drinking twerking tako. wah!",1F61CA2A-A67A-4E4A-B384-C34B6F4081FA - sojuice,Yes,,x,
9/11/2022 2:58:44,CrimsonCow#6372,CrimsonCow,,"I've been watching Ina since around her debut, and I'd say I'm confident enough to say, she's cute as heck! Not only that but I've been motivated by her a bunch! And although I don't know much about her, this weird feeling I get when watching her is more than enough to tell me what I need to know. She's pretty damn amazing! I've had days where I wanted to just die in my bed after dealing with classes and other problems, but looking her up on Youtube is what keeps me happy even when I'm not!",,Yes,x,x,
9/11/2022 2:58:48,SharkyDoĸo#7614,Sharky Doĸo?,Takoverse - Sharky Doĸo,"Happy 2nd Anniversary Ina!!
Another year of Wahs! and comfy stream, thank you for the hard work!
Looking forward to see what's on hold for us the next year!!",Myth 2nd anniv Ina PNG - Sharky Doĸo,Yes,,x,
9/11/2022 2:59:13,La Chona#4209,Taco,takom - Omar Ramirez,let's keep wah'ing forever!,,Yes,x,x,
9/11/2022 3:02:36,Marshy#2000,Marshy / Munki ,,WAH! Con-WAH-lations on your second anniversary Ina!!!✨💜🐙💜✨ ,IMG_20220911_025928543 - Munki,Yes,,x,
9/11/2022 3:53:06,aeiou#0435,keso,kesotako - G DC,"Happy Anniversary Ina! It's been 2 years since you started and your character development is amazing. From floor gang and instant noodles to having your own place, a comfy new mattress and even cooking fancy meals for yourself (while being floor gang occasionally)! It’s a journey that inspired me to develop myself further and chase my own happiness while overcoming the challenges that come with it. Thanks for last year and may the next year be more fun. Hope you get to eat more good food!",2ina - G DC,Yes,,x,
9/11/2022 4:01:45,Silverforger#2030,SIlverforger,0419_takopfp - Ag Forger,"2 years! It went by so fast, and you just keep on growing, Ina!

Thank you very much for everything you've done for us, and for the things that you'll keep on doing for us and the Hololive as a whole!

Wishing you nothing but the best!",0831_Ina_Maid_unf - Ag Forger,Yes,,x,
9/13/2022 1:21:52,swoog#0901,swoog,swoogtako - Ina Hoarder,"Hi Ina! It's already been two years since your very first stream... that was when I found out I was a takodachi! I've been captivated by your hard work and creativity for a long while now and I'm sure you've heard us call you an inspiration before but there's no other way to put it for me. I hope you can continue being your relatable, goofy priestess self in the future and enjoy doing what you love the most no matter what! We'll always be supporting you and your endeavors!",Untitled_Artwork (5) - Ina Hoarder,Yes,,x,
