user,icon,message,image
Elle,Tako Ross,"Congratulations on your 1st anniversary, Ina! Thank you for all your efforts, we appreciate you! I hope we can create more memories together~",4260A005-6753-4CC9-A092-29FA3869A889_-_Yuri_Master.gif
ReLLoMine,Takomfy,"I will say words filled with happiness, sincerity, and love.
And these are not all the emotions we feel toward you, Ina.

Thank you
We love you
Happy Anniversary!",12_-_ReLLoMine.png
The Laziest Tako,Yuul B. Tako,"Happy Inaversary INA! I was motivated to draw when i started watching your streams. Also, here is pudding for you. Hope you have a wonderful day. (P.S. I was too lazy to move and hand the pudding over so i just levitated it to you.)",Happy_Inaversary_INA_-_RetardedPirateMain.png
OK Kei,Wonder Tako,"Happy One Year Anniversary, Ina!
You've definitely grown a lot since debut! It's great to see you more comfortable and confident! You started off so shy and quiet, but now you look at you! An absolute gamer! B)
From live streams to vods, I've enjoyed every moment of watching you and being a takodachi! 
And thank you so much for joining Hololive! There's so many warm takos I've met and every day is a little bit more fun than the day before thanks to you! 
On to the next year and new memories!
",ina_one_year_-_OK_Kei.jpg
Cana,Tako Ina,"There was a time where I disliked vtubers until I started watching you, eversince then I've been in awe with how much I could enjoy watching something I thought I didn't like. The many drawing streams you did for others to learn or follow your steps is really adoring, the calm nature of them helps me relax while writing without getting too distracted, I even base off a character in my story to show off my gratitude. I'm glad to be apart of this journey, Thank you Ina and to another year >.O/",
Izanagi,Violet Tako,Happy Debut INAversary! WAH! Thank you so much Ina for all the comfy streams and great moments this past year. You have inspired me a lot to continue improving on my drawings and have given lots of pro tips for us aspiring artists. I can never thank you enough. Here's to more TAKOTIME from here on out!,Ina_1_year_-_Goro_Akechi.png
0btuse,Takomfy,Happy Anniversary Ina! Here's to many more years of World DomINAtion! Kampai!,
Aman,Takodachi,"Thank you! Ina, I wouldn’t know that drawing is so much fun, if it wasn’t for you. I wouldn’t go as far either. Your advices were very helpful.  
It was a nice year. You’ve made me a lot happier.有難うございます。 これからもよろしくお願いします. Thank you a lot, Ina!",920CA4A9-657D-4B48-909D-C0B066A723B3_-_HonsuAman.png
TutiDElboux,Takomfy,"Happy 1-year Inaversary!!! Thank you so much for the hard work, Ina! Your streams always manage to cheer me up when I'm down, they make me laugh, relax and escape from reality. Please, never stop being the joyful and amazing person that you are! I hope you can accomplish all of your objectives, pursue your dreams and keep smiling. Congratulations on your first anniversary as a Vtuber, I hope we can celebrate many more in the years to come! Thanks again for everything Ina, we all love you!",
Visa S.,Takomfy,"Happy first year anniversary Ina! The past year has been unimaginably fun and comfy with your streams to accompany it. Violet was also really good, so congrats on getting an original song and thank you for all your hard efforts! Hope we the tentacult will have another wonderful year ahead of us!",IMG_20210830_185643__01_-_Visa_S..jpg
DiamondP15,Takomfy,"Wah! 
Hi ina, i couldn't believe its have been a year since your first stream, I might not have many chance to watch a lot of your stream, but every stream is always so fun and entertaining. You've made a lot of memories with all the takodachi for the past year and i hope we all can make more fun memories for the future!
Happy Inaversary Ina!!",Pixelart_Ina_-_M._Rafi_Pratama_Noor_-_Resubmitted.gif
Cooper,Takomfy,I enjoy being a Takodachi because of Ina. The Takodachi are your fans personified in a cute mascot character and it gives a more personal feeling to your streams (like giving cookies to the Takodachi) that the other English members don't really do and I think many people appreciate that sentiment. Ina has a wonderful voice and is very soothing and relaxing to listen to. I have only watched Ina for a few months but I'm happy that I became her fan. Happy Anniversary INA!,
Alluuu,Takomfy,Congrats on 1 year anniversary Inaaaaaa!!! ,Inaaaa1_-_Alluminumz.png
,Yuul B. Tako,"Hi Ina! I've been watching you since your debut and want to let you know that you really changed my life. Nothing drastic though, just for the simple things in life. You're a hardworking and funny person and it makes me want to strive to to improve my own work ethic too! After one Inacademy, you told us that you shouldn't try for perfection, just try for being good enough and that stuck with me. Thank you for all your hard work and happy debut Inanniversary!!!",
eggu,Violet Tako,Happy anniversary Ina! We love you and we've had a wonderful year following your journey! Here's to many more years to come! wah! ,smallina_-_Egguca.png
secret_simp_account,Takomfy,"Happy 1st Inaversary, Ina! I am glad to see your growth as a streamer and I'll gladly support you in any way I can. Hoping for more Inaversaries in the future!",inaversary_-_Mark_Joseph_Gonzales.jpg
Lune,Tako Ross,Happy Inaversary to my number one artist role model and all time vtuber!!,inaanniversary_-_Cosmic_J.png
Uno,Tako Ross,"Glad you been streaming and entering us for year and hope more to come
",Ina_1_year_gift_-_Angel_Ceron.jpg
Takonub,Takomfy,Happy 1st Inaversary! Your streams have always been comfy and I'm happy to be a fan of yours!,inaversary_-_lt9e.png
paperforger,Takomfy,"Hi Ina!! Happy 1st inaversary (๑•﹏•). I can't draw, so I folded you with origami instead.. I hope you're having a great day, keep up the good work!",Ina_front-1_-_Matthew_Winangun.JPG
Dom,Takomfy,"Ina thank you so much for all the fun, inspiration and comf you've given us in the last year, it's hard to believe it's already been that long. You've given us so many amazing memories, like Yuru comf, Soma, Nier and so many others. And your drawing streams never seize to (comfily) blow me away, you've inspired me and so many others to take that step and try something new and I can never thank you enough for that. Here's to another amazing year and see you on the moon fellow G̶u̶n̶d̶a̶m̶ Sage!",
Capt-Jules,Mori Tako,"Hello to our one and only tako priestess, congrats on reaching your one year here! You have been an inspiration to me (and I'm sure to a million other takodachis around the world). Wish you all the best in your future endeavours and take care, Ina!",
August,Yuul B. Tako,Happy 1 Year Anniversary! This past year has b-Ina bit rough but you've made it a lot more fun for me than it might've been otherwise. I love just listening to you talk in the background as I go about my day. Thank you for everything you've given us and here's to another great year!,
Javier y Nana,Takomfy,"WAH! Happy first Inaversary! The past year had a lot of bad things going on but I overcame all of them thanks to you and your streams. Your comfiness gave me and my sister a lot of sweet memories and even motivated my sister to start drawing, so thanks a lot for one of the most memorable years and I hope that the coming years are full of your cuteness, comfiness and your amazing puns. ",aniversario_-_Javier_Jara.jpg
Sock,Tophat Tako,"Happy Ina-versary ! Congratulations on one whole year of streaming Ina!
Thank you for the many comfy streams, great art, amazing song, and excellent puns. Seeing you draw and host Inacademy was a great inspiration to keep me practicing. The time sure did seem to pass by quickly, I hope you had a lot of fun like we did!
I hope your next year is just another good one, and you keep upun your jokes!",Inaversary1_-_Sock_TheSpirit.png
Decrilus,Takomfy,"Hello Ina~ Happy 1 year anniversary!!!! I've always looked up to people who have the talent for drawing and thought that I could never set foot on their domain. Yet, ten months later, here I am drawing fanarts of hololive, vtubers, and you. You're one of the factors that lit my passion for drawing. If it weren't for your involvement in Hololive, I don't think I would've picked up the pen at all. The butterfly effect started with you. Thank you for the motivation and words of wisdom!~",ina_anniversary_submission_-_Decrilus.png
Kade,Yuul B. Tako,I can't believe its been 1 year already! I look forward to your future content Ina!,33._Ina_Moonlit_Stars_8.31.2021_-_Kade.jpg
Rapostrophe,Takomfy,"Hiya Ina congrats on your 1st anniversary! What a journey it has been so far. 1 year is a long time yet it felt so short in comparison. Many takodachi including myself have made it a daily routine to gather and watch your streams. You have formed such a fun community to be a part of. Even from a place we may not see, we know how much thought and work you put just to make your content enjoyable for us. Know that your streams make someone's day a little better. Cheers to more comfy times ahead.",
Yuribait,Takomfy,I can't believe it's already been one year since your debut. I remember vividly barely managing to wake up on time to catch your debut and it was the most fun I've had in a long time. Your streams are the highlight of my day and I'm thankful for all the work you put in to making us happy. I hope next year is even better!,
Ainya Primus,Tako Ina,Hi Ina! Congrats on the First Anniversary! I just want to thank you for changing my life. You turned my depression into happiness and comfiness. I started watching your streams and found myself feeling better whenever you talk to us (chat) so i’d like to thank you and i wish you the best of luck ahead!,EB4468AA-38BA-42DB-9C3E-7C3B3AC88FD4_-_Francois_Philippe_Decierra.jpeg
Pyrodachi,Robodachi,It's only been a year but it feels like you've been here since the very beginning! Keep going and you'll always be our oshi!,
Kofuu,Hollow Tako,"Helloo Inaa! Congrats on your 1st year debut <33 I have been a fan of you since baby takoo uwu! Can't believe you've become a real big superstar tako >< You have always been a senpai in my heart and inspired my whole journey~ Hope you do well and stay healthy <3
Ps. I'll wait for you in eorzea, you've promised to me long time ago xP

WAH!",Inaa_Child_aniv_-_Melita_Ong_-_Resubmitted.png
ielle (Yell),Takomfy,"Hello, Ina! I can't believe it's been a year since we first met you. Time really did a fast one on me. I just wanna thank you for this very fun year. All the drawing streams, the gaming, the karaoke, and the chatting streams. Here's to another year of fun time, Ina! I hope you had a WAHnderful year with us Takodachis and I hope we create more amazing memories together, so many memories that would overload our 1 brain cell! 10q and congrats on the 1 year anniversary!! (*´ω｀*)",
LAN3,Yuul B. Tako,"Happy Anniversary Ina! Thank you always for being such a huge inspiration and a comforting presence to so many people. Your streams are always something we can rely on to relax whenever we're tired or need something to cheer us up. Keep up the good work, and here's to more fun days with you! Wah!",Cow_-_LAN3_-_Resubmission.jpg
Shmootsy,Violet Tako,"Hi Ina, congratulations on your 1 year anniversary! Thank you for being such a huge inspiration to me and many other takos. After discovering Hololive last year and really getting into it this year, I have been feeling so much happier and it really helped me through a dark period of my life, your streams especially. Watching your drawing streams helped me to discover my own passion for drawing, and for that I can't thank you enough. Here's to another Inacredible year - WAH! 💜",
Constal,Violet Tako,"Happy 1st Inaversary! 
Thank you for all the numerous amazing works you've done in the past year, including the chill drawing/chatting streams! 
I appreciate your sharing of important advice from time to time, despite some being unpleasant harsh truths :D",Inaversary_Constal_-_Constal.png
Lan,Yuul B. Tako,Really enjoying the gaming and drawing streams Ina! I'm too broke for superchats after becoming a slave to the gacha experience so this is my only way to show my appreciation for now. Happy Inaversary and I hope you have another great year !,Ninomae_Inaversary_-_Lan_Much_lan.png
Yuu,Takodachi,Happy 1 year anniversary Ina! I am glad I fell into the vtuber rabbit hole and came across your channel. Your streams have made my days brighter and I'm honestly very grateful. It's a new experience being part of a large community and this community is one I am thankful for. Watching your drawing streams have motivated me to keep striving to do better and I admire you a lot! Thank you for all your hard work during this one year and I look forward to future streams! =w=)7,Happy_Anniversary_Ina_-_Yuue.jpg
Hime Yuuki,Takomfy,"Wah! It's crazy how it's already a year since you've debuted! Through all the games, drawing streams, karaoke, collabs...It's awesome! I definitely can't wait for a debut reaction lol. I'm glad I was able to come this far with you and here's to another year!",
Gubulus Gost,Takodachi,"Happy 1st Anniversary, Ina! It's hard to believe it's already been 1 year since your debut, time sure flew by without us noticing. Thank you very much for all the fun times (and boring times...no one is perfect after all) you've spent with us throughout this year, and mostly important, thank you for encouraging me to pick up drawing again, that'd probably not happen if it wasn't for you. Honestly, I'm still terrible at it but I want to see how far I can go with this! Thank you for everything!",Ina_1st_Anniversary_TEXT_-_Gubulus_Gost.png
Sun Sableye,Hollow Tako,"Congratulations on one year in Hololive, Ina. I know I don’t watch you as much but that doesn’t mean I don’t care about you. Your streams have a calming atmosphere that helps me relax when I’m stressed so thank you for that. You make great puns and are also a very skilled artist. I wish you the best in your second year of the Tako.",
Mr. ShadowAnt,Tophat Tako,"Your calming presence, beautiful artwork, and enjoyable streams have been a blessing this past year, to say the least. Thank you for continuing to be our priestess.",
Phantom Zamber,Takodachi,"Happy anniversary High Priestess! Thank you for all the smiles and fun time. it has been delightful journey. Another step closer to world domINAtion. Ina, I wish you nothing but good health and success! ",
Thrymr,Robodachi,"Congratulations on the first step on the road to inafinity, Happy Anniversary.
I was going to draw something based and hyper lit, but time and work caught up with me. I hope our Priestess will accept my humble Inaversary Tako, I will try to make any later offerings more inaspired.",Inaversary_Tako_-_Trym_V._O._Tegler.png
Aznsoulreaper,Violet Tako,"Congratulations on the 1st Anniversary for you and your genmates! You've all been an absolute delight to millions of us around the world!
Some of my favorite streams of yours were your Drawings, 1 Mil, BDay, and of course, VIOLET!
My absolute favorite streams are all of your Watchalongs. I love your humor, perspective and insight on the movies, as well as being able to experience them with my fellow takos as well!
Thank you Ina for all that you have done for Hololive and for us in the Tentacult!",
Ztormdust,Robodachi,"I put my best effort into making this for your anniversary. I just want to thank you for putting a brightening up my days, as well as the other takodachis. Your streams make me happy and your talent inspired me to pick up art again. I hope to see many more of your streams in the future and WAH!!!",Inanniversary_Project_Colorized_-_Ztormdust_-_Resubmitted.jpg
Royaleous,Takodachi,Thank you Ina for inspiring me to start drawing.,Inaversity_-_Roy.png
,Violet Tako,Thank you for the past year of comfy streams! Looking forward to the next year!!,inaversary3_-_Kelvin.jpg
fyz0515,Yuul B. Tako,"Happy inaversary! I can't believe it's already been a year since your debut. Time sure flies huh? especially with that big fan on her head. Ina!! thankyou for being you! Your comfy streams and Inateresting conversations really made my day. Thankyou for giving us such a warm, positive and wholesome time. I'm really glad that I met you. I'll forever keep supporting you. Yuul always b. my favourite priestess. Now we're just one step closer from the world domINAtion. I love you Ina!!!",inaversary_-_Fyz.jpg
Yohaku Haze,Takomfy,"Yo! Wah! Happy Anniversary Ina! I can't believe its been a year since I became a tentacultist, time has really flown. You have not only brought me some really comfy moments, but also so much motivation. I discovered Vtubers through you, and realized that Vtubing was something I wanted to do myself. I've been streaming for 3 months now, and your streams are not only entertaining but also a big source of inspiration for me. I'm gonna keep working hard at Vtubing, so please keep working hard too! ",InaAniversaryChibiDoodlev2_-_Yohaku_Haze.png
,Yuul B. Tako,"I'm just here to say thanks for the comfy streams and for pulling me down the rabbit hole.  Hololive EN debuted at basically the same time I started grad school, and your streams have always been right in time for me to unwind or study to after class, even when I’m feeling like a Yuul.  Can’t catch every stream now that I’ve actually going in person, but I’ll still be watching when I can.",
KinKin,Takomfy,"I don't know h-octopus this into words but I will try.
Thank you Ina for being our source of comfiness. It only tako a second to fall in love with you. You will always be there ina our heart.
Happy 1 year Inaversary. <3",IMG_20210901_083105__01_-_Kien_Nguyen.jpg
miisterninja,Takomfy,"Wah! Hi Ina, want to wish you a happy 1 year anniversary long with all the girls of Holo EN, and Hololive! Thanks for the year of fun, and chill streams during these weird times. I wish you luck in your future streams and future art projects, and I hope to be there for the ride!",2021-8-31_Inaversary_-_Anthony_Nguyen.jpg
Mofi,Takodachi,"Hi Ina! Congratulations on your first anniversary, I hope you have a great day, you deserve it for all your effort. I'm really looking forward to your anniversary stream and luckily I'm on vacation those days too. I will try not to sound cringe, but thanks for showing me up while I was watching YouTube, I feel like I have changed in a positive way unlike before and that's thanks to you. Thank you for being so nice to me, see you > W <)7",
JeffriArt,Takomfy,"Happy Inaversary, Ina! Thank you for always being the source of inaspiration to me and I love your comfy streams.

Ps: I'll always follow you in a quest for world domination as takodachi!",Ina-violet-inaversary-2-Jeffri_Tjin.jpg
vignedev,Takomfy,"Happy Anniversary Ina! Thank you for all the comfy streams over the year.

You have inaspired me to pick up 3D arts again after 2 years. And for that I'm incredibly grateful, being able to relive the same joy and fun I had while creating stuff in Blender years ago.

Looking forward to continue watching and supporting you in the future! Thank you for inspiring not just me, but many other takodachis as well.",vignedev_inaversary_1080_-_Vigne_Dev_-_Resubmission.png
Ridym,Yuul B. Tako,"Happy 1st anniversary Ina ! Your streams are always comfy and inspiring, I'm looking forward to what you will be doing this year too. I hope you'll have a great time with the rest of the EN crew, bye =w=)7",
Hark,Takodachi,"Ina, Thank you so much for bringing us takos so much joy over the past year. I wish you and all of Myth the best and hope for many more anniversaries to come.",
NoriNB,Takodachi,You're an amazing Artist/VTuber. I really love your works and livestreams. I'll continue supporting you as long as I can. Hope the best for you. \(¯ v ¯,IMG_20210901_104307_-_NoriNB.jpg
Gaah,Tako Ross,"Happy 1 Year Anniversary Ina. You deserve all of good thing in this universe. I wish your channel grow more and more and MORE. You' re so talented and an inspiration for me, an motivation to keep drawing! Thank you so much for all the lives, the smiles, and of course the PUNS hehe. To the world domINAtion!!!",INAversary_-_Gabriel_Fernando_-_Resubmission.png
Kyle W,Takomfy,"Ina Ina Inaaaa! Congrats on your 1-year anniversary! Thank you for all the comfy streams over the past year. They are a great way to relax after a long day. You have created a very chill and loving community for all the Takodachi. Here's to 1 year, and many more!",
Nevicate,Yuul B. Tako,"It's been a year since Ina's debut and I couldn't be happier to have joined the tentacult. Your comfy streams have been part of my daily routine and never fail to lift my spirits. Your sense of humor is spot on, you're great at playing games, and your drawing streams are an inspiration. Most of all though, your positive attitude motivates me to be a more cheerful person myself. Nothing but the utmost respect to our good vibe priestess. Happy anniversary and keep the puns rolling!",
Aria,Violet Tako,"Ina, I've really loved watching you for this last year. Your streams are so comfy and funny, and your art is so amazing, it's really inspired me to draw more and improve! Congratulations on one year with Hololive, and here's to more great times to come!",Inanniverary_-_lasagna_true.png
Pierre,8-bit Tako,"Hey Ina, congrats on the 1 year anniversary as a hololive idol! It's crazy its already been a year since your debut. I would have never been interested on watching hololive if I haven't seen you during that day. All the Wah's and laughs and the chill drawing streams, your encouraging words brought a lot of smiles to a lot of takos in the world especially during rough times. Thank you for just being you and I'll support you till the end! Once again Omedetou gozaimasu! WAH! WAH! WAH! ",
Iz,Takomfy,"Heya Ina! A year has completely flew by and you and the rest of EN are killing it! So many comfi streams, collabs and memes! I am looking forward to seeing what more you have in store. I will be waiting with comfi ready. Here's to another year ! ",
Kinji,Wonder Tako,"It has been one Year! I can look back and see how much of a positive influence you were for me during it, was it either hobbies or you know just the positive energy you bring during your streams! I can only thank you for all your hard work and surely look for more in this now upcoming year!!! Let's goooo!!",
portablepotato,Takomfy,"Happy Inaversary, hope you had a wahderful year! Thank you for your comfy streams and artistic enlightenment. Your art streams helped me through a negative art mentality and reminded me how to enjoy the artistic process. I can't thank you enough and hope you have another wahnderful year to come! Also, when's the Ina Nendoroid coming out? ┻┳|･ω･)",inaversaryS_-_portable_potato.png
Frappu,Takomfy,"Congratulations on your first year Ina! I always have a great time watching, and listening to your stories, you streams are always relaxing and fun, and also, thanks to you I picked up the hobby of drawing and have a goal of getting a tablet. You have inspired me in many ways. Hope you have a great day today, and every day. Cheers  ",
Hanako,Takomfy,Happy Anniversary Ina~! Thank you for being born to this world! Your streams always makes me happy especially the drawing streams were super comfy to watch! You also inspired me to draw back again after many times of having artblock and helping to find my answer when I had a burnout! Thank you and again happy anniversary!,ina_v_chibi_-_Hanako_Lemoni.png
Zogajah,Takomfy,"Ina, Happy 1 Year Anniversary! Throughout this past year you have introduced us all to your artistic skills and inspired many of us to explore our own artistic skills, beginner or former artist. You've introduced new media through the video games you have played, the songs you have sung, or the artists you look up to yourself. All of this in addition to fostering a welcoming environment to further grow a good community and help future takodachis find their passion. Thank you.",takohugsub_-_Kelly_Black.png
Uni88,Takodachi,"Happy Inaversary Inaaaaaaaa! Wahn Year Down More to come. I'll forever be a Takodachi to see you on this journey. This year was such a blast! Had so much fun with you and the Takos, can't wait for more! Continue being yourself, you've made my days brighter and inspired me to be my best. Appreciate all the hard work you put in. Much love from this Tako. Happy 1st Inaversary! Love ya Ina! <3",Inaversary_-_Uni88_-_Uni_Uni_-_Resubmission.png
KANI🦀,Tophat Tako,"Ina, your adorable antics, amazing humour, puns, and ability to flirt with anyone not only changed the way people interact with other hololive members, they also made the Tentacult the big and happy family it is today. And even though I'm more like a distant cousin nobody even knows about, I'm proud to be part of this family. It may have only been a year, but being a tako has changed my life for the better in a lot of ways. Thank you!",ina_katana_painting_-_Viacheslav_Sokolchik.png
P-Apple,Takomfy,HAPPY INAVERSARY!!! Thank you so much for bringing us so much wonderful content and inspired me to improve my art skill. Hope you have a very bright and beautiful year.,inaversary_FINAL__P_Apple.png
Petit Parfait ,Violet Tako,"Happy Inaversary Ina! 10Q for being my gateway into the vtuber rabbit hole♡ U R talented in so many ways & I love watching your art streams. You inspired me to work on art more regularly! 2020 was a rough year for me but your puns, passion, & overall adorable personality comforted me many times when I really needed it. One of my fav moments was seeing you gush over Pokemon in NPS so I drew this piece to commemorate it! I still have a lot to learn about digital art but I hope that you enjoy it♡",IMG_00861_-_Liah_Lullaby_-_Resubmission.png
NxKarim,8-bit Tako,"¡Congratulations for the first anniversary!

Watching your streams is always relaxing and fun, in good days, bad days, they always make me smile, me and all the Takodachis.

I have learned a lot from your streams, in some way I feel I can do almost anything after each stream, it's always inspiring, I'm really thankful.

I'm really happy to be a Takodachi, I will continue to support in any way I can. 

I can't wait for everything that may come in this year!!!!

WAH! ¡Feliz primer aniversario!",view?usp=sharing
LeslieEmptyArt,Tako Ross,"Thank you for all your hard work and inspiration Ina!!! It's really nice to have you always bring smiles with your awesome personality and puns, you're a real inspiration to a lot of us Takos, really thank you for everything! ",
Fuyurou,Takomfy,"Congratulations on your 1st Anniversary Ina!!! While I fell down the rabbit hole on the later side (during July of this year), I really love watching your streams and admire your hard work! Keep them coming!",Inaversary_-_Kate_Ochoa.png
Vanilla Thunder,Hollow Tako,"Happy Debut Anniversary, Ina! Can’t believe it’s been a year since we first met! Your streams always offer a comfy sanctuary where the takodachis can relax and forget their worries. Watching your stream always helps me find Ina-r peace (I tried.) Thank you for all your hard work and fun times, and looking forward to the exciting journey ahead!",C9569827-265E-4B51-913F-F84D2045917D_-_chihcheng_tsao.png
FlameTC,Tako Kiara (Tako Bell),"Wah! Hi Ina, I just want to say congratulations on 1 year since debut! Thanks for all you’ve done for us takodachis this past year, it’s been one heck of a ride for sure. I wish you the best of luck in the upcoming year, the tentacult will be here to support you. =w=)7",takoinaversary_-_Yikes_That_s_Sharp.png
wydken,Takomfy,"Happy Anniversary Ina! Thank you Ina, for inspiring me to get back into drawing and motivating me to always try me best, but above everything thank you for being you. It must have been a crazy year and I want you to know that all your hard work doesnt go unnoticed, and whatever you decide to do in the future I'm sure you can do it!
Looking forward to more comfy times with you and the takos!",inaversary1_-_Wydken.png
Zero1750,Takomfy,"Ina, congrats on 1 year! A WAH is fitting at the moment. It’s been only one year with you and HoloMyth, but everything in my life has become so much more bright and eventful. I’ve regained passion in things I loved and gained new motivation to face the things I hate. It’s all thanks to a certain eldritch priestess. There’s so much to tako-bout so a simple closing message is best. Thank you Ina, keep on drawing and keep on WAHing! With world domINAtion as the goal, we’ll spread comfiness to all!!",61D3F0B3-1238-4010-A1A3-072A824B6281_-_Zero1750.png
Monje,Takomfy,"Happy 1st Anniversary Ina!!! Thank you for inspired me into drawing, it means a lot for me and I've been watching you from debut until know I keep watching your stream. We wish you have a great moment in all of this year, and we hope you also get another wonderful years with all the Takodachis <3",ina1annivjpeg_-_Keiss_Sensei_-_Resubmission.jpg
Ikarus,Takomfy,"Happy 1st Anniversary, Ina! Can you believe it's already been a year? At debut, I was pleasantly surprised by your personality and relatability. Since then, I've had so much fun being part of the tentacult, from doodling together to INAFF-worthy puns. Over the past year, you have inspired us to become better versions of ourselves, whether it be through words of wisdom, drawing, or eating cookies. So, with the one-year milestone behind us, let's continue growing and having fun! ",Inaversary2021_-_shalimman.jpg
Ithi,Tophat Tako,"It's already been a year but I just feel like our journey has just begun yesterday. Many things happened, and you are one of the positive thing that keep us moving forward. For that, I thank you. Happy anniversary, Ina. Whatever the future have in store for us, you can always count on our continuous support! P.S. Thanks again for reintroducing me to art! This piece is my current progress and I'm happy with it!",Inaversary1_-_Ittapon_Ieowongjaroen_-_Resubmission.png
PhoenixFiore,Yuul B. Tako,"Happy Inaversary <3 For being an inspiration, a source of entertainment and comfort, and countless other things, thank you! We look forward to next year's anniversary and all the things you'll do in that time!",InaversaryChibi_-_Madison_Varletty.png
Blank Blackwhite,Takomfy,"Happy Aniversary Ina! Thanks for this year of comfyness and inspiration, you've been a great support for a lot of us and for that all I have to say is thank you! Thanks for giving me the motivation to draw again, seriously, thank you! Anyway, looking forward many more fun years with you and the tentacult! Wish you the best!",INA_Blackwhite_Aniversary_-_Blank_Blackwhite_-_Resubmitted.png
keso,Yuul B. Tako,"Happy WAHn Year Anniversary Ina! 

Thanks for the fun streams and beautiful art this past year! Wishing you more success and even more fun times with you and the Myth Squad and your new friends over at Council. 
Looking forward to more WAHs for the next year!",
DCDNeo,Hollow Tako,"Thank you for all the wahderful streams, especially the drawing streams that make me want to draw again.",
swoog,Violet Tako,"It's already been a year since your debut! Time has flown so fast while keeping up with Hololive, but there hasn't been a day that I regret becoming a takodachi. Your attitude towards creation has influenced my way of thinking, and you've improved my daily mood by giving me something to look forward to every week! You've been a bright light in a dark period of my life, and I'm glad we can all grow together as we follow you on your journey. I can never thank you enough--never stop being you, Ina.",IMG_0730_-_Ina_Hoarder.JPG
Madoka,Violet Tako,"Congratulations on the one year since 913, Ina! I think we can finally say for certain that your dream of allowing people to find the drive to pursue their lost passion has come true, and I am one of many living proofs of that. Thank you for the wah-nderful journey, with hopefully more to come!",Inaversary_-_Quin_Quagintillion.png
mika,Tako Ross,happy 1st anniversary WAH! =w=,tako_cake_-_Hao_Ran_Fang.png
Leona,Wonder Tako,You know what happens when my work here is done? That's when my work here begins. So I'll always be there to support you. Thank you for everything so far.,
Walt280,Takomfy,"Happy anniversary Ina! Here's to another year of comfy, cookies, and world domination!",
Lynn,Takodachi,"Can you believe it's already been an entire year? I really can't! I'm so glad to have witnessed your growth this year and I can't wait to see where you'll go from here. Happy 1st debut anniversary, Ina! I'll always be cheering for you!",
